ID,age,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,default,balance,housing,loan,contact_cellular,contact_telephone,contact_unknown,day,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,duration,campaign,pdays,previous,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,y
25378,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,240,10,-1,0,0,0,0,1,-1
25379,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,0,1,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,284,1,-1,0,0,0,0,1,-1
25380,60,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,280,3,-1,0,0,0,0,1,-1
25381,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,784,1,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,101,2,-1,0,0,0,0,1,-1
25382,54,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3952,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,28,6,-1,0,0,0,0,1,-1
25383,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,344,1,0,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,347,1,-1,0,0,0,0,1,-1
25384,42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1002,0,0,0,0,1,20,0,0,0,0,0,0,1,0,0,0,0,0,109,3,-1,0,0,0,0,1,-1
25385,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,145,0,0,1,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,309,2,-1,0,0,0,0,1,-1
25386,57,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,461,1,0,0,0,1,21,0,0,0,0,0,0,0,0,1,0,0,0,142,10,-1,0,0,0,0,1,-1
25387,49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6574,0,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,138,3,-1,0,0,0,0,1,-1
25388,38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-475,1,0,1,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,234,1,-1,0,0,0,0,1,-1
25389,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2971,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,429,4,164,2,1,0,0,0,-1
25390,56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,285,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,73,1,-1,0,0,0,0,1,-1
25391,37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,591,1,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,181,2,255,5,1,0,0,0,-1
25392,61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5207,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,336,1,81,2,0,1,0,0,-1
25393,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,223,13,-1,0,0,0,0,1,-1
25394,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2621,0,1,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,607,4,-1,0,0,0,0,1,-1
25395,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,561,1,0,0,0,1,12,0,0,0,0,0,0,0,0,1,0,0,0,405,3,-1,0,0,0,0,1,-1
25396,56,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,445,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,59,2,-1,0,0,0,0,1,-1
25397,52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9804,1,1,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,155,4,-1,0,0,0,0,1,-1
25398,37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2061,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,867,2,107,4,0,0,1,0,-1
25399,46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,22,1,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,414,4,-1,0,0,0,0,1,-1
25400,36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4585,1,0,0,0,1,29,0,0,0,0,0,0,0,0,1,0,0,0,311,3,-1,0,0,0,0,1,-1
25401,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6767,1,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,97,2,-1,0,0,0,0,1,-1
25402,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1435,0,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,724,16,-1,0,0,0,0,1,-1
25403,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2915,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,126,2,-1,0,0,0,0,1,-1
25404,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-197,0,1,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,99,1,-1,0,0,0,0,1,-1
25405,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1707,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,369,3,504,5,0,1,0,0,-1
25406,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3529,1,0,0,0,1,28,0,0,0,0,0,0,0,0,1,0,0,0,100,2,-1,0,0,0,0,1,-1
25407,55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,388,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,187,2,-1,0,0,0,0,1,-1
25408,34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,176,1,-1,0,0,0,0,1,-1
25409,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,345,1,0,1,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,179,3,-1,0,0,0,0,1,-1
25410,41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,185,0,0,1,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,286,12,-1,0,0,0,0,1,-1
25411,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,254,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,153,7,-1,0,0,0,0,1,-1
25412,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,528,9,-1,0,0,0,0,1,-1
25413,51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,346,0,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,237,1,180,6,0,0,1,0,-1
25414,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,414,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,635,5,-1,0,0,0,0,1,-1
25415,38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47,1,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,120,1,98,5,0,0,1,0,-1
25416,29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,480,1,0,1,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,89,2,-1,0,0,0,0,1,-1
25417,61,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1471,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,331,2,-1,0,0,0,0,1,-1
25418,52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3151,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,89,2,-1,0,0,0,0,1,-1
25419,43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,129,1,-1,0,0,0,0,1,-1
25420,31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,35,1,1,1,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,323,2,-1,0,0,0,0,1,-1
25421,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,159,2,-1,0,0,0,0,1,-1
25422,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,1,0,1,0,31,0,0,0,0,0,1,0,0,0,0,0,0,14,29,-1,0,0,0,0,1,-1
25423,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5613,1,0,0,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,152,2,-1,0,0,0,0,1,-1
25424,43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2083,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,120,2,-1,0,0,0,0,1,-1
25425,55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,831,1,0,0,0,1,14,0,0,0,0,0,0,0,0,1,0,0,0,144,1,-1,0,0,0,0,1,-1
25426,62,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1486,0,0,1,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,56,2,-1,0,0,0,0,1,-1
25427,54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,534,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,177,2,-1,0,0,0,0,1,-1
25428,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2623,1,0,0,0,1,15,0,0,0,0,0,0,0,0,1,0,0,0,291,2,-1,0,0,0,0,1,-1
25429,41,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,988,0,0,1,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,429,2,-1,0,0,0,0,1,-1
25430,38,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2350,0,0,1,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,234,12,-1,0,0,0,0,1,-1
25431,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,207,1,0,1,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,329,1,-1,0,0,0,0,1,-1
25432,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2235,1,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,287,2,-1,0,0,0,0,1,-1
25433,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,120,1,-1,0,0,0,0,1,-1
25434,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1240,0,0,1,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,812,3,-1,0,0,0,0,1,-1
25435,47,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,439,1,0,1,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,156,12,-1,0,0,0,0,1,-1
25436,45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,193,1,1,1,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,116,2,-1,0,0,0,0,1,-1
25437,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,493,1,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,328,7,-1,0,0,0,0,1,-1
25438,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,989,1,1,0,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,232,3,-1,0,0,0,0,1,-1
25439,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,944,1,0,1,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,799,4,-1,0,0,0,0,1,-1
25440,42,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,933,0,0,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,212,1,-1,0,0,0,0,1,-1
25441,81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,357,1,-1,0,0,0,0,1,-1
25442,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,113,0,0,1,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,39,17,-1,0,0,0,0,1,-1
25443,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,249,1,0,0,0,1,12,0,0,0,0,0,0,0,0,1,0,0,0,149,5,-1,0,0,0,0,1,-1
25444,35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,980,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,428,2,336,6,1,0,0,0,-1
25445,41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,427,1,1,1,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,177,2,-1,0,0,0,0,1,-1
25446,43,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3529,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,169,2,-1,0,0,0,0,1,-1
25447,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1053,1,0,1,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,357,3,-1,0,0,0,0,1,-1
