ID,age,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,default,balance,housing,loan,contact_cellular,contact_telephone,contact_unknown,day,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,duration,campaign,pdays,previous,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,y
121,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1729,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,479,1,-1,0,0,0,0,1,0
122,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-432,1,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,159,3,-1,0,0,0,0,1,0
123,41,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,308,0,0,1,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,73,1,-1,0,0,0,0,1,0
124,60,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1446,0,0,1,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,283,6,-1,0,0,0,0,1,0
125,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,759,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,255,2,-1,0,0,0,0,1,0
126,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,244,0,0,1,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,170,4,-1,0,0,0,0,1,0
127,38,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,133,1,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,267,1,-1,0,0,0,0,1,0
128,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1196,0,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,147,1,-1,0,0,0,0,1,0
129,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1670,1,0,0,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,161,2,-1,0,0,0,0,1,0
130,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,604,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,187,1,-1,0,0,0,0,1,0
131,54,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,185,1,0,0,1,0,13,0,0,0,0,0,0,0,0,1,0,0,0,413,6,-1,0,0,0,0,1,0
132,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-243,0,1,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,171,2,-1,0,0,0,0,1,0
133,41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-210,1,1,0,0,1,23,0,0,0,0,0,0,0,0,1,0,0,0,210,1,-1,0,0,0,0,1,0
